"","activity","subject","measurement","average"
"792","WALKING_UPSTAIRS",11,"tBodyAccJerkMag.mean..",-0.679819504547468
"793","WALKING_UPSTAIRS",11,"tBodyAccJerkMag.std..",-0.664241760370253
"794","WALKING_UPSTAIRS",11,"tBodyAccMag.mean..",-0.542825032813608
"795","WALKING_UPSTAIRS",11,"tBodyAccMag.std..",-0.612882270912658
"796","WALKING_UPSTAIRS",11,"tBodyGyro.mean...X",-0.0547328440272468
"797","WALKING_UPSTAIRS",11,"tBodyGyro.mean...Y",-0.0582275770813291
"798","WALKING_UPSTAIRS",11,"tBodyGyro.mean...Z",0.087284109682356
"799","WALKING_UPSTAIRS",11,"tBodyGyro.std...X",-0.739922126628797
"800","WALKING_UPSTAIRS",11,"tBodyGyro.std...Y",-0.703501766487342
"801","WALKING_UPSTAIRS",11,"tBodyGyro.std...Z",-0.725016008797468
"802","WALKING_UPSTAIRS",11,"tBodyGyroJerk.mean...X",-0.0805473309873418
"803","WALKING_UPSTAIRS",11,"tBodyGyroJerk.mean...Y",-0.0493914065474684
"804","WALKING_UPSTAIRS",11,"tBodyGyroJerk.mean...Z",-0.0480140167267405
"805","WALKING_UPSTAIRS",11,"tBodyGyroJerk.std...X",-0.781738140601266
"806","WALKING_UPSTAIRS",11,"tBodyGyroJerk.std...Y",-0.868377254082279
"807","WALKING_UPSTAIRS",11,"tBodyGyroJerk.std...Z",-0.795490882468354
"808","WALKING_UPSTAIRS",11,"tBodyGyroJerkMag.mean..",-0.826829028481013
"809","WALKING_UPSTAIRS",11,"tBodyGyroJerkMag.std..",-0.866905012626582
"810","WALKING_UPSTAIRS",11,"tBodyGyroMag.mean..",-0.628367851066456
"811","WALKING_UPSTAIRS",11,"tBodyGyroMag.std..",-0.696771378957911
"812","WALKING_UPSTAIRS",11,"tGravityAcc.mean...X",0.730526184936709
"813","WALKING_UPSTAIRS",11,"tGravityAcc.mean...Y",0.0527387028613924
"814","WALKING_UPSTAIRS",11,"tGravityAcc.mean...Z",0.140209861246835
"815","WALKING_UPSTAIRS",11,"tGravityAcc.std...X",-0.975394457689873
"816","WALKING_UPSTAIRS",11,"tGravityAcc.std...Y",-0.957138770727848
"817","WALKING_UPSTAIRS",11,"tGravityAcc.std...Z",-0.956812000411392
"818","WALKING_UPSTAIRS",11,"tGravityAccMag.mean..",-0.542825032813608
"819","WALKING_UPSTAIRS",11,"tGravityAccMag.std..",-0.612882270912658
"820","LAYING",12,"fBodyAcc.mean...X",-0.578920210879375
"821","LAYING",12,"fBodyAcc.mean...Y",-0.523287078731563
"822","LAYING",12,"fBodyAcc.mean...Z",-0.7266403145
"823","LAYING",12,"fBodyAcc.std...X",-0.586922577889687
"824","LAYING",12,"fBodyAcc.std...Y",-0.553076639139062
"825","LAYING",12,"fBodyAcc.std...Z",-0.709983235125
"826","LAYING",12,"fBodyAccJerk.mean...X",-0.599109317756219
"827","LAYING",12,"fBodyAccJerk.mean...Y",-0.591296422972219
"828","LAYING",12,"fBodyAccJerk.mean...Z",-0.7754265825625
"829","LAYING",12,"fBodyAccJerk.std...X",-0.602960063359688
"830","LAYING",12,"fBodyAccJerk.std...Y",-0.579168053712969
"831","LAYING",12,"fBodyAccJerk.std...Z",-0.80858300040625
"832","LAYING",12,"fBodyAccMag.mean..",-0.55928367746625
"833","LAYING",12,"fBodyAccMag.std..",-0.65053328158
"834","LAYING",12,"fBodyBodyAccJerkMag.mean..",-0.564239194378438
"835","LAYING",12,"fBodyBodyAccJerkMag.std..",-0.571614888155312
"836","LAYING",12,"fBodyBodyGyroMag.mean..",-0.717311676745625
"837","LAYING",12,"fBodyGyro.mean...X",-0.661246826087188
"838","LAYING",12,"fBodyGyro.mean...Y",-0.74479814778125
"839","LAYING",12,"fBodyGyro.mean...Z",-0.657369914584375
"840","LAYING",12,"fBodyGyro.std...X",-0.750393858303125
"841","LAYING",12,"fBodyGyro.std...Y",-0.7334567315
"842","LAYING",12,"fBodyGyro.std...Z",-0.70823315425
"843","LAYING",12,"tBodyAcc.mean...X",0.27360872421875
"844","LAYING",12,"tBodyAcc.mean...Y",-0.018337204411489
"845","LAYING",12,"tBodyAcc.mean...Z",-0.106649116775
"846","LAYING",12,"tBodyAcc.std...X",-0.583962207065
"847","LAYING",12,"tBodyAcc.std...Y",-0.522040023435
"848","LAYING",12,"tBodyAcc.std...Z",-0.699293531365625
"849","LAYING",12,"tBodyAccJerk.mean...X",0.070430311315625
"850","LAYING",12,"tBodyAccJerk.mean...Y",0.0053115377979375
"851","LAYING",12,"tBodyAccJerk.mean...Z",0.0003081123684
"852","LAYING",12,"tBodyAccJerk.std...X",-0.582418267596875
"853","LAYING",12,"tBodyAccJerk.std...Y",-0.571359817082031
"854","LAYING",12,"tBodyAccJerk.std...Z",-0.79262193625
"855","LAYING",12,"tBodyAccJerkMag.mean..",-0.6300504918575
"856","LAYING",12,"tBodyAccJerkMag.std..",-0.566365683597188
"857","LAYING",12,"tBodyAccMag.mean..",-0.559586545675313
"858","LAYING",12,"tBodyAccMag.std..",-0.5743864944925
"859","LAYING",12,"tBodyGyro.mean...X",-0.0628663472537188
"860","LAYING",12,"tBodyGyro.mean...Y",-0.0592027333975
"861","LAYING",12,"tBodyGyro.mean...Z",0.0960742146838125
"862","LAYING",12,"tBodyGyro.std...X",-0.727881704983125
"863","LAYING",12,"tBodyGyro.std...Y",-0.73506282621875
"864","LAYING",12,"tBodyGyro.std...Z",-0.671057678528125
"865","LAYING",12,"tBodyGyroJerk.mean...X",-0.0731134377315625
"866","LAYING",12,"tBodyGyroJerk.mean...Y",-0.043678823491875
"867","LAYING",12,"tBodyGyroJerk.mean...Z",-0.0574585039485312
"868","LAYING",12,"tBodyGyroJerk.std...X",-0.709726149496875
"869","LAYING",12,"tBodyGyroJerk.std...Y",-0.8112325993125
"870","LAYING",12,"tBodyGyroJerk.std...Z",-0.749351860259375
"871","LAYING",12,"tBodyGyroJerkMag.mean..",-0.77729447821875
"872","LAYING",12,"tBodyGyroJerkMag.std..",-0.7863865328125
"873","LAYING",12,"tBodyGyroMag.mean..",-0.63166805889875
"874","LAYING",12,"tBodyGyroMag.std..",-0.68485805678325
"875","LAYING",12,"tGravityAcc.mean...X",0.69922245131875
"876","LAYING",12,"tGravityAcc.mean...Y",0.029976775735
"877","LAYING",12,"tGravityAcc.mean...Z",0.0330295544910625
"878","LAYING",12,"tGravityAcc.std...X",-0.96738343446875
"879","LAYING",12,"tGravityAcc.std...Y",-0.9605729084375
"880","LAYING",12,"tGravityAcc.std...Z",-0.9468085636875
"881","LAYING",12,"tGravityAccMag.mean..",-0.559586545675313
"882","LAYING",12,"tGravityAccMag.std..",-0.5743864944925
"883","LAYING",13,"fBodyAcc.mean...X",-0.638817912651682
"884","LAYING",13,"fBodyAcc.mean...Y",-0.493467193137125
"885","LAYING",13,"fBodyAcc.mean...Z",-0.629736258731804
"886","LAYING",13,"fBodyAcc.std...X",-0.620602036452599
"887","LAYING",13,"fBodyAcc.std...Y",-0.462584458627829
"888","LAYING",13,"fBodyAcc.std...Z",-0.599036895271407
"889","LAYING",13,"fBodyAccJerk.mean...X",-0.66008217407156
"890","LAYING",13,"fBodyAccJerk.mean...Y",-0.603340489937615
"891","LAYING",13,"fBodyAccJerk.mean...Z",-0.710831730361468
"892","LAYING",13,"fBodyAccJerk.std...X",-0.649606227431844
"893","LAYING",13,"fBodyAccJerk.std...Y",-0.562129866937645
"894","LAYING",13,"fBodyAccJerk.std...Z",-0.744823539571865
"895","LAYING",13,"fBodyAccMag.mean..",-0.589928108599083
"896","LAYING",13,"fBodyAccMag.std..",-0.665344858593272
"897","LAYING",13,"fBodyBodyAccJerkMag.mean..",-0.607295296423853
"898","LAYING",13,"fBodyBodyAccJerkMag.std..",-0.617075473106453
"899","LAYING",13,"fBodyBodyGyroMag.mean..",-0.652225306544343
"900","LAYING",13,"fBodyGyro.mean...X",-0.65864242140581
"901","LAYING",13,"fBodyGyro.mean...Y",-0.647152817899388
"902","LAYING",13,"fBodyGyro.mean...Z",-0.620471226529052
"903","LAYING",13,"fBodyGyro.std...X",-0.734657989051988
"904","LAYING",13,"fBodyGyro.std...Y",-0.650623558847401
"905","LAYING",13,"fBodyGyro.std...Z",-0.685774481529052
"906","LAYING",13,"tBodyAcc.mean...X",0.275895876198777
"907","LAYING",13,"tBodyAcc.mean...Y",-0.0176504796070948
"908","LAYING",13,"tBodyAcc.mean...Z",-0.109135285550765
"909","LAYING",13,"tBodyAcc.std...X",-0.624844460199083
"910","LAYING",13,"tBodyAcc.std...Y",-0.448816097853364
"911","LAYING",13,"tBodyAcc.std...Z",-0.587230562129052
"912","LAYING",13,"tBodyAccJerk.mean...X",0.0794393034550306
"913","LAYING",13,"tBodyAccJerk.mean...Y",0.00387961953328135
"914","LAYING",13,"tBodyAccJerk.mean...Z",-0.0123485923641621
"915","LAYING",13,"tBodyAccJerk.std...X",-0.638889532599083
"916","LAYING",13,"tBodyAccJerk.std...Y",-0.569700547488012
"917","LAYING",13,"tBodyAccJerk.std...Z",-0.728452966311927
"918","LAYING",13,"tBodyAccJerkMag.mean..",-0.625466938809174
"919","LAYING",13,"tBodyAccJerkMag.std..",-0.610248540269939
"920","LAYING",13,"tBodyAccMag.mean..",-0.539871637249541
"921","LAYING",13,"tBodyAccMag.std..",-0.597230982062691
"922","LAYING",13,"tBodyGyro.mean...X",-0.0562470618980061
"923","LAYING",13,"tBodyGyro.mean...Y",-0.0616613787494801
"924","LAYING",13,"tBodyGyro.mean...Z",0.098866059686422
"925","LAYING",13,"tBodyGyro.std...X",-0.715109859672783
"926","LAYING",13,"tBodyGyro.std...Y",-0.645728612088685
"927","LAYING",13,"tBodyGyro.std...Z",-0.643337285033639
"928","LAYING",13,"tBodyGyroJerk.mean...X",-0.0881182379434251
"929","LAYING",13,"tBodyGyroJerk.mean...Y",-0.0440836605146789
"930","LAYING",13,"tBodyGyroJerk.mean...Z",-0.0582718748712538
"931","LAYING",13,"tBodyGyroJerk.std...X",-0.715772980189602
"932","LAYING",13,"tBodyGyroJerk.std...Y",-0.718988591831804
"933","LAYING",13,"tBodyGyroJerk.std...Z",-0.712716428498471
"934","LAYING",13,"tBodyGyroJerkMag.mean..",-0.712745036012232
"935","LAYING",13,"tBodyGyroJerkMag.std..",-0.712056186747706
"936","LAYING",13,"tBodyGyroMag.mean..",-0.581215403184709
"937","LAYING",13,"tBodyGyroMag.std..",-0.636364939544342
"938","LAYING",13,"tGravityAcc.mean...X",0.709996516908257
"939","LAYING",13,"tGravityAcc.mean...Y",-0.0420858101162079
"940","LAYING",13,"tGravityAcc.mean...Z",0.0443010536786239
"941","LAYING",13,"tGravityAcc.std...X",-0.967268063455658
"942","LAYING",13,"tGravityAcc.std...Y",-0.953540716850153
"943","LAYING",13,"tGravityAcc.std...Z",-0.938727880275229
"944","LAYING",13,"tGravityAccMag.mean..",-0.539871637249541
"945","LAYING",13,"tGravityAccMag.std..",-0.597230982062691
"946","WALKING_UPSTAIRS",14,"fBodyAcc.mean...X",-0.619513271851703
"947","WALKING_UPSTAIRS",14,"fBodyAcc.mean...Y",-0.455237617000929
"948","WALKING_UPSTAIRS",14,"fBodyAcc.mean...Z",-0.440650672343653
"949","WALKING_UPSTAIRS",14,"fBodyAcc.std...X",-0.609406374110062
"950","WALKING_UPSTAIRS",14,"fBodyAcc.std...Y",-0.376829989404644
"951","WALKING_UPSTAIRS",14,"fBodyAcc.std...Z",-0.275013722171486
"952","WALKING_UPSTAIRS",14,"fBodyAccJerk.mean...X",-0.654385009392879
"953","WALKING_UPSTAIRS",14,"fBodyAccJerk.mean...Y",-0.598699531399381
"954","WALKING_UPSTAIRS",14,"fBodyAccJerk.mean...Z",-0.618712162187307
"955","WALKING_UPSTAIRS",14,"fBodyAccJerk.std...X",-0.661460356953251
"956","WALKING_UPSTAIRS",14,"fBodyAccJerk.std...Y",-0.60215894382322
"957","WALKING_UPSTAIRS",14,"fBodyAccJerk.std...Z",-0.694424996467802
"958","WALKING_UPSTAIRS",14,"fBodyAccMag.mean..",-0.490874179820433
"959","WALKING_UPSTAIRS",14,"fBodyAccMag.std..",-0.548269930770588
"960","WALKING_UPSTAIRS",14,"fBodyBodyAccJerkMag.mean..",-0.596896308848452
"961","WALKING_UPSTAIRS",14,"fBodyBodyAccJerkMag.std..",-0.619215144539319
"962","WALKING_UPSTAIRS",14,"fBodyBodyGyroMag.mean..",-0.543030528985449
"963","WALKING_UPSTAIRS",14,"fBodyGyro.mean...X",-0.699166400749226
"964","WALKING_UPSTAIRS",14,"fBodyGyro.mean...Y",-0.50463317018839
"965","WALKING_UPSTAIRS",14,"fBodyGyro.mean...Z",-0.42391821438452
"966","WALKING_UPSTAIRS",14,"fBodyGyro.std...X",-0.740052209854489
"967","WALKING_UPSTAIRS",14,"fBodyGyro.std...Y",-0.348864187370186
"968","WALKING_UPSTAIRS",14,"fBodyGyro.std...Z",-0.407672097170898
"969","WALKING_UPSTAIRS",14,"tBodyAcc.mean...X",0.270184596009288
"970","WALKING_UPSTAIRS",14,"tBodyAcc.mean...Y",-0.0162548178510526
"971","WALKING_UPSTAIRS",14,"tBodyAcc.mean...Z",-0.100985935692074
"972","WALKING_UPSTAIRS",14,"tBodyAcc.std...X",-0.611671118216099
"973","WALKING_UPSTAIRS",14,"tBodyAcc.std...Y",-0.374730765205077
"974","WALKING_UPSTAIRS",14,"tBodyAcc.std...Z",-0.29354271467452
"975","WALKING_UPSTAIRS",14,"tBodyAccJerk.mean...X",0.0741757467665015
"976","WALKING_UPSTAIRS",14,"tBodyAccJerk.mean...Y",0.00443682723817957
"977","WALKING_UPSTAIRS",14,"tBodyAccJerk.mean...Z",-0.00253044692473994
"978","WALKING_UPSTAIRS",14,"tBodyAccJerk.std...X",-0.641964198633003
"979","WALKING_UPSTAIRS",14,"tBodyAccJerk.std...Y",-0.586459622773684
"980","WALKING_UPSTAIRS",14,"tBodyAccJerk.std...Z",-0.656855586102105
"981","WALKING_UPSTAIRS",14,"tBodyAccJerkMag.mean..",-0.608973420309907
"982","WALKING_UPSTAIRS",14,"tBodyAccJerkMag.std..",-0.605144269857245
"983","WALKING_UPSTAIRS",14,"tBodyAccMag.mean..",-0.453262620331889
"984","WALKING_UPSTAIRS",14,"tBodyAccMag.std..",-0.474058613408978
"985","WALKING_UPSTAIRS",14,"tBodyGyro.mean...X",0.000253671358297214
"986","WALKING_UPSTAIRS",14,"tBodyGyro.mean...Y",-0.0954921154823529
"987","WALKING_UPSTAIRS",14,"tBodyGyro.mean...Z",0.0606712446996904
"988","WALKING_UPSTAIRS",14,"tBodyGyro.std...X",-0.728661379340557
"989","WALKING_UPSTAIRS",14,"tBodyGyro.std...Y",-0.398959362766099
"990","WALKING_UPSTAIRS",14,"tBodyGyro.std...Z",-0.364478192502167
"991","WALKING_UPSTAIRS",14,"tBodyGyroJerk.mean...X",-0.107556127062003
"992","WALKING_UPSTAIRS",14,"tBodyGyroJerk.mean...Y",-0.0433200489340217
"993","WALKING_UPSTAIRS",14,"tBodyGyroJerk.mean...Z",-0.0450693836894427
"994","WALKING_UPSTAIRS",14,"tBodyGyroJerk.std...X",-0.7862917325387
"995","WALKING_UPSTAIRS",14,"tBodyGyroJerk.std...Y",-0.6979155314613
"996","WALKING_UPSTAIRS",14,"tBodyGyroJerk.std...Z",-0.638299064788854
"997","WALKING_UPSTAIRS",14,"tBodyGyroJerkMag.mean..",-0.700520939854799
"998","WALKING_UPSTAIRS",14,"tBodyGyroJerkMag.std..",-0.727023009383901
"999","WALKING_UPSTAIRS",14,"tBodyGyroMag.mean..",-0.416459776709257
"1000","WALKING_UPSTAIRS",14,"tBodyGyroMag.std..",-0.471486714606811
"1001","WALKING_UPSTAIRS",14,"tGravityAcc.mean...X",0.672081224882353
"1002","WALKING_UPSTAIRS",14,"tGravityAcc.mean...Y",-0.111701388781115
"1003","WALKING_UPSTAIRS",14,"tGravityAcc.mean...Z",-0.161179728291022
"1004","WALKING_UPSTAIRS",14,"tGravityAcc.std...X",-0.941245714736842
"1005","WALKING_UPSTAIRS",14,"tGravityAcc.std...Y",-0.942377305312693
"1006","WALKING_UPSTAIRS",14,"tGravityAcc.std...Z",-0.915927846160991
"1007","WALKING_UPSTAIRS",14,"tGravityAccMag.mean..",-0.453262620331889
"1008","WALKING_UPSTAIRS",14,"tGravityAccMag.std..",-0.474058613408978
"1009","WALKING_UPSTAIRS",15,"fBodyAcc.mean...X",-0.583772317445122
"1010","WALKING_UPSTAIRS",15,"fBodyAcc.mean...Y",-0.507735205778384
"1011","WALKING_UPSTAIRS",15,"fBodyAcc.mean...Z",-0.741745724698171
"1012","WALKING_UPSTAIRS",15,"fBodyAcc.std...X",-0.547150855443902
"1013","WALKING_UPSTAIRS",15,"fBodyAcc.std...Y",-0.501568435233384
"1014","WALKING_UPSTAIRS",15,"fBodyAcc.std...Z",-0.711431340356707
"1015","WALKING_UPSTAIRS",15,"fBodyAccJerk.mean...X",-0.643469519361585
"1016","WALKING_UPSTAIRS",15,"fBodyAccJerk.mean...Y",-0.609408057377744
"1017","WALKING_UPSTAIRS",15,"fBodyAccJerk.mean...Z",-0.805543465588415
"1018","WALKING_UPSTAIRS",15,"fBodyAccJerk.std...X",-0.637655155092835
"1019","WALKING_UPSTAIRS",15,"fBodyAccJerk.std...Y",-0.605854882622652
"1020","WALKING_UPSTAIRS",15,"fBodyAccJerk.std...Z",-0.845111060762195
"1021","WALKING_UPSTAIRS",15,"fBodyAccMag.mean..",-0.562948391223628
"1022","WALKING_UPSTAIRS",15,"fBodyAccMag.std..",-0.623655618198171
"1023","WALKING_UPSTAIRS",15,"fBodyBodyAccJerkMag.mean..",-0.614817605125915
"1024","WALKING_UPSTAIRS",15,"fBodyBodyAccJerkMag.std..",-0.643101167069512
"1025","WALKING_UPSTAIRS",15,"fBodyBodyGyroMag.mean..",-0.732394493841463
"1026","WALKING_UPSTAIRS",15,"fBodyGyro.mean...X",-0.664354428856402
"1027","WALKING_UPSTAIRS",15,"fBodyGyro.mean...Y",-0.760711411006098
"1028","WALKING_UPSTAIRS",15,"fBodyGyro.mean...Z",-0.711194539920732
"1029","WALKING_UPSTAIRS",15,"fBodyGyro.std...X",-0.709336168176829
"1030","WALKING_UPSTAIRS",15,"fBodyGyro.std...Y",-0.684504735744512
"1031","WALKING_UPSTAIRS",15,"fBodyGyro.std...Z",-0.751696527195122
"1032","WALKING_UPSTAIRS",15,"tBodyAcc.mean...X",0.27821340725
"1033","WALKING_UPSTAIRS",15,"tBodyAcc.mean...Y",-0.016464484771311
"1034","WALKING_UPSTAIRS",15,"tBodyAcc.mean...Z",-0.112563587594512
"1035","WALKING_UPSTAIRS",15,"tBodyAcc.std...X",-0.556541173089329
"1036","WALKING_UPSTAIRS",15,"tBodyAcc.std...Y",-0.481679537956006
"1037","WALKING_UPSTAIRS",15,"tBodyAcc.std...Z",-0.705706623868902
"1038","WALKING_UPSTAIRS",15,"tBodyAccJerk.mean...X",0.0776897411304878
"1039","WALKING_UPSTAIRS",15,"tBodyAccJerk.mean...Y",0.00489392052706402
"1040","WALKING_UPSTAIRS",15,"tBodyAccJerk.mean...Z",-0.00440993190077744
"1041","WALKING_UPSTAIRS",15,"tBodyAccJerk.std...X",-0.624055782158537
"1042","WALKING_UPSTAIRS",15,"tBodyAccJerk.std...Y",-0.594312678045091
"1043","WALKING_UPSTAIRS",15,"tBodyAccJerk.std...Z",-0.825820881576219
"1044","WALKING_UPSTAIRS",15,"tBodyAccJerkMag.mean..",-0.654799694757531
"1045","WALKING_UPSTAIRS",15,"tBodyAccJerkMag.std..",-0.625660376546646
"1046","WALKING_UPSTAIRS",15,"tBodyAccMag.mean..",-0.527285352000488
"1047","WALKING_UPSTAIRS",15,"tBodyAccMag.std..",-0.557147874176037
"1048","WALKING_UPSTAIRS",15,"tBodyGyro.mean...X",-0.0281278780610671
"1049","WALKING_UPSTAIRS",15,"tBodyGyro.mean...Y",-0.075878845519878
"1050","WALKING_UPSTAIRS",15,"tBodyGyro.mean...Z",0.0906658516
"1051","WALKING_UPSTAIRS",15,"tBodyGyro.std...X",-0.696859473045732
"1052","WALKING_UPSTAIRS",15,"tBodyGyro.std...Y",-0.708779069191463
"1053","WALKING_UPSTAIRS",15,"tBodyGyro.std...Z",-0.721826987530488
"1054","WALKING_UPSTAIRS",15,"tBodyGyroJerk.mean...X",-0.0960910108539634
"1055","WALKING_UPSTAIRS",15,"tBodyGyroJerk.mean...Y",-0.0441270690182012
"1056","WALKING_UPSTAIRS",15,"tBodyGyroJerk.mean...Z",-0.0555645456881098
"1057","WALKING_UPSTAIRS",15,"tBodyGyroJerk.std...X",-0.731382711036585
"1058","WALKING_UPSTAIRS",15,"tBodyGyroJerk.std...Y",-0.853956592073171
"1059","WALKING_UPSTAIRS",15,"tBodyGyroJerk.std...Z",-0.795626198384146
"1060","WALKING_UPSTAIRS",15,"tBodyGyroJerkMag.mean..",-0.805282669512195
"1061","WALKING_UPSTAIRS",15,"tBodyGyroJerkMag.std..",-0.837120078079268
"1062","WALKING_UPSTAIRS",15,"tBodyGyroMag.mean..",-0.617721779796037
"1063","WALKING_UPSTAIRS",15,"tBodyGyroMag.std..",-0.675336960047866
"1064","WALKING_UPSTAIRS",15,"tGravityAcc.mean...X",0.688872511512195
"1065","WALKING_UPSTAIRS",15,"tGravityAcc.mean...Y",0.102660491875
"1066","WALKING_UPSTAIRS",15,"tGravityAcc.mean...Z",0.0372897701757012
"1067","WALKING_UPSTAIRS",15,"tGravityAcc.std...X",-0.968733398628049
"1068","WALKING_UPSTAIRS",15,"tGravityAcc.std...Y",-0.956369493993902
"1069","WALKING_UPSTAIRS",15,"tGravityAcc.std...Z",-0.947240058048781
"1070","WALKING_UPSTAIRS",15,"tGravityAccMag.mean..",-0.527285352000488
"1071","WALKING_UPSTAIRS",15,"tGravityAccMag.std..",-0.557147874176037
"1072","WALKING_UPSTAIRS",16,"fBodyAcc.mean...X",-0.700885147341803
"1073","WALKING_UPSTAIRS",16,"fBodyAcc.mean...Y",-0.671572147098798
"1074","WALKING_UPSTAIRS",16,"fBodyAcc.mean...Z",-0.660989948160437
"1075","WALKING_UPSTAIRS",16,"fBodyAcc.std...X",-0.656969045058415
"1076","WALKING_UPSTAIRS",16,"fBodyAcc.std...Y",-0.661844530506831
"1077","WALKING_UPSTAIRS",16,"fBodyAcc.std...Z",-0.605646725307104
"1078","WALKING_UPSTAIRS",16,"fBodyAccJerk.mean...X",-0.744662041612022
"1079","WALKING_UPSTAIRS",16,"fBodyAccJerk.mean...Y",-0.748627001551913
"1080","WALKING_UPSTAIRS",16,"fBodyAccJerk.mean...Z",-0.752302172079235
"1081","WALKING_UPSTAIRS",16,"fBodyAccJerk.std...X",-0.73477673661306
"1082","WALKING_UPSTAIRS",16,"fBodyAccJerk.std...Y",-0.738434398105465
"1083","WALKING_UPSTAIRS",16,"fBodyAccJerk.std...Z",-0.782089515344262
"1084","WALKING_UPSTAIRS",16,"fBodyAccMag.mean..",-0.666962508246721
"1085","WALKING_UPSTAIRS",16,"fBodyAccMag.std..",-0.712680990765301
"1086","WALKING_UPSTAIRS",16,"fBodyBodyAccJerkMag.mean..",-0.713167613706148
"1087","WALKING_UPSTAIRS",16,"fBodyBodyAccJerkMag.std..",-0.729869398769672
"1088","WALKING_UPSTAIRS",16,"fBodyBodyGyroMag.mean..",-0.81712881920765
"1089","WALKING_UPSTAIRS",16,"fBodyGyro.mean...X",-0.789780147036612
"1090","WALKING_UPSTAIRS",16,"fBodyGyro.mean...Y",-0.815962130027322
"1091","WALKING_UPSTAIRS",16,"fBodyGyro.mean...Z",-0.756286641721311
"1092","WALKING_UPSTAIRS",16,"fBodyGyro.std...X",-0.804991831502732
"1093","WALKING_UPSTAIRS",16,"fBodyGyro.std...Y",-0.809421448142077
"1094","WALKING_UPSTAIRS",16,"fBodyGyro.std...Z",-0.756993640724044
"1095","WALKING_UPSTAIRS",16,"tBodyAcc.mean...X",0.277887440374317
"1096","WALKING_UPSTAIRS",16,"tBodyAcc.mean...Y",-0.0158567888309016
"1097","WALKING_UPSTAIRS",16,"tBodyAcc.mean...Z",-0.107263924445355
"1098","WALKING_UPSTAIRS",16,"tBodyAcc.std...X",-0.668161498298634
"1099","WALKING_UPSTAIRS",16,"tBodyAcc.std...Y",-0.649947067892896
"1100","WALKING_UPSTAIRS",16,"tBodyAcc.std...Z",-0.603819902386066
"1101","WALKING_UPSTAIRS",16,"tBodyAccJerk.mean...X",0.0775488885374317
"1102","WALKING_UPSTAIRS",16,"tBodyAccJerk.mean...Y",0.00884018328270219
"1103","WALKING_UPSTAIRS",16,"tBodyAccJerk.mean...Z",-0.00143730005564208
"1104","WALKING_UPSTAIRS",16,"tBodyAccJerk.std...X",-0.72786174352459
"1105","WALKING_UPSTAIRS",16,"tBodyAccJerk.std...Y",-0.735080198043716
"1106","WALKING_UPSTAIRS",16,"tBodyAccJerk.std...Z",-0.767873049380055
"1107","WALKING_UPSTAIRS",16,"tBodyAccJerkMag.mean..",-0.725246870486339
"1108","WALKING_UPSTAIRS",16,"tBodyAccJerkMag.std..",-0.719647028238525
"1109","WALKING_UPSTAIRS",16,"tBodyAccMag.mean..",-0.616131116889044
"1110","WALKING_UPSTAIRS",16,"tBodyAccMag.std..",-0.661719690491803
"1111","WALKING_UPSTAIRS",16,"tBodyGyro.mean...X",-0.0122341446725137
"1112","WALKING_UPSTAIRS",16,"tBodyGyro.mean...Y",-0.0724444803980874
"1113","WALKING_UPSTAIRS",16,"tBodyGyro.mean...Z",0.0730144651530055
"1114","WALKING_UPSTAIRS",16,"tBodyGyro.std...X",-0.799534450491803
"1115","WALKING_UPSTAIRS",16,"tBodyGyro.std...Y",-0.810124133715847
"1116","WALKING_UPSTAIRS",16,"tBodyGyro.std...Z",-0.737629967961749
"1117","WALKING_UPSTAIRS",16,"tBodyGyroJerk.mean...X",-0.107361614801257
"1118","WALKING_UPSTAIRS",16,"tBodyGyroJerk.mean...Y",-0.0416615668939617
"1119","WALKING_UPSTAIRS",16,"tBodyGyroJerk.mean...Z",-0.0539470410873497
"1120","WALKING_UPSTAIRS",16,"tBodyGyroJerk.std...X",-0.858298719153005
"1121","WALKING_UPSTAIRS",16,"tBodyGyroJerk.std...Y",-0.86957312057377
"1122","WALKING_UPSTAIRS",16,"tBodyGyroJerk.std...Z",-0.837039926065574
"1123","WALKING_UPSTAIRS",16,"tBodyGyroJerkMag.mean..",-0.860446372459016
"1124","WALKING_UPSTAIRS",16,"tBodyGyroJerkMag.std..",-0.87480016568306
"1125","WALKING_UPSTAIRS",16,"tBodyGyroMag.mean..",-0.718168775628415
"1126","WALKING_UPSTAIRS",16,"tBodyGyroMag.std..",-0.78482286579235
"1127","WALKING_UPSTAIRS",16,"tGravityAcc.mean...X",0.700906130308743
"1128","WALKING_UPSTAIRS",16,"tGravityAcc.mean...Y",-0.0605235993797814
"1129","WALKING_UPSTAIRS",16,"tGravityAcc.mean...Z",0.0402075536234973
"1130","WALKING_UPSTAIRS",16,"tGravityAcc.std...X",-0.971156432131148
"1131","WALKING_UPSTAIRS",16,"tGravityAcc.std...Y",-0.964727519945355
"1132","WALKING_UPSTAIRS",16,"tGravityAcc.std...Z",-0.945294028639344
"1133","WALKING_UPSTAIRS",16,"tGravityAccMag.mean..",-0.616131116889044
"1134","WALKING_UPSTAIRS",16,"tGravityAccMag.std..",-0.661719690491803
"1135","WALKING_DOWNSTAIRS",17,"fBodyAcc.mean...X",-0.622462544449351
"1136","WALKING_DOWNSTAIRS",17,"fBodyAcc.mean...Y",-0.569180425379852
"1137","WALKING_DOWNSTAIRS",17,"fBodyAcc.mean...Z",-0.696059808678466
